emp_no,first_name,last_name,from_date,to_date,title
447018,Dannz,Miara,2000-12-04,9999-01-01,Senior Engineer
447135,Gennady,Rouquie,1989-08-24,9999-01-01,Senior Staff
447191,Dmitri,Rousseau,1995-06-19,1997-05-26,Engineer
447232,Aleksander,Schaaf,2001-05-25,9999-01-01,Senior Staff
447290,Maria,Miculan,1998-04-12,1998-05-08,Senior Engineer
447376,Kirk,Zongker,1999-12-10,9999-01-01,Staff
447544,Stabislas,Kakkad,1989-02-19,9999-01-01,Senior Staff
447599,Heeju,Kemmerer,1991-12-26,1996-02-15,Technique Leader
447613,Paris,Restivo,1991-11-21,9999-01-01,Senior Engineer
447877,Make,Heuser,1997-07-02,9999-01-01,Senior Engineer
447931,Martijn,Jeong,1999-12-14,9999-01-01,Senior Staff
447966,Kamakshi,Hebert,2002-01-17,9999-01-01,Senior Engineer
447982,Shiv,Baezner,1996-12-16,9999-01-01,Senior Engineer
447999,Shiv,Vilarrasa,1995-08-01,9999-01-01,Senior Engineer
448165,Anyuan,Schwaller,1999-08-31,2001-05-06,Senior Staff
448769,Mong,Dichev,1997-10-11,9999-01-01,Technique Leader
448900,Mart,Talmor,1999-05-11,9999-01-01,Staff
448918,Chiradeep,Arlazarov,1998-10-06,9999-01-01,Senior Engineer
448994,Haldun,Syang,1997-02-11,9999-01-01,Staff
449189,Jahangir,Bernatsky,1995-09-30,9999-01-01,Senior Staff
449815,Fumitaka,Quittner,1993-04-20,9999-01-01,Senior Staff
449966,Mabry,Knightly,1994-01-04,2001-03-06,Staff
449984,Hinrich,Perin,1993-11-20,9999-01-01,Senior Engineer
450184,Selwyn,Henseler,1993-03-09,9999-01-01,Senior Engineer
450255,Udo,Waymire,1986-06-14,9999-01-01,Technique Leader
450309,Gill,Orlowska,1986-12-25,9999-01-01,Technique Leader
450371,Eldridge,Pargaonkar,1998-08-03,1999-09-04,Senior Engineer
450421,Selwyn,Munoz,1989-07-05,1992-10-07,Engineer
450475,Saeed,Bahl,1991-01-29,9999-01-01,Senior Staff
450510,Boalin,Tramer,1992-04-13,1993-02-24,Staff
450817,DAIDA,Frolund,1996-07-16,9999-01-01,Senior Engineer
450888,Sedat,Rande,2001-03-24,9999-01-01,Senior Staff
450934,Chanjung,Raoux,1998-05-25,9999-01-01,Senior Engineer
450936,Yuriy,Ponthieu,1996-12-10,9999-01-01,Senior Staff
451253,Jaihie,Ozeri,1997-06-20,9999-01-01,Senior Staff
451272,Jacopo,Krohm,1997-04-23,9999-01-01,Senior Engineer
451275,Bedrich,Isard,1986-06-07,9999-01-01,Senior Staff
451333,Radhika,Bonifati,1995-03-11,9999-01-01,Senior Staff
452137,Subir,Miake,2002-07-11,9999-01-01,Senior Engineer
452196,Bartek,Snyers,1992-01-14,2001-05-02,Senior Staff
452206,Arra,Esposito,1994-11-03,9999-01-01,Staff
452325,Taiji,Berstel,2001-12-02,9999-01-01,Senior Engineer
452347,Shigeichiro,Brattka,2001-07-13,9999-01-01,Senior Staff
452365,Fei,Gadepally,1997-11-13,9999-01-01,Engineer
452956,Gou,Thombley,1987-04-09,9999-01-01,Senior Engineer
452957,Alair,Nanard,1996-02-10,9999-01-01,Staff
452970,Mari,Fargier,1992-08-18,1995-12-11,Senior Engineer
452982,Lobel,Aloia,1994-12-29,9999-01-01,Senior Staff
453070,Aran,Rosenbaum,2000-04-24,9999-01-01,Senior Staff
453154,Gao,Lally,1996-03-01,9999-01-01,Staff
453644,Berni,Takkinen,1997-06-08,9999-01-01,Senior Staff
453688,Chinya,Leslie,1995-10-28,9999-01-01,Engineer
453723,Arne,Kohling,1993-12-13,9999-01-01,Senior Engineer
453760,Ewing,Rajala,2001-06-21,9999-01-01,Senior Staff
453790,Fai,Keirsey,1999-10-12,9999-01-01,Senior Engineer
453913,Stein,Perng,1998-04-29,9999-01-01,Senior Staff
453996,Sugwoo,Weiland,1997-04-23,1999-01-18,Senior Engineer
454338,Mohammed,Georg,1998-08-03,9999-01-01,Engineer
454378,Gina,Ossenbruggen,1998-01-03,9999-01-01,Technique Leader
454736,Nechama,Ermel,1995-06-05,9999-01-01,Engineer
454791,Xiaoqiu,Pietracaprina,1994-07-09,9999-01-01,Senior Engineer
454825,Kamakshi,Schusler,2001-05-24,9999-01-01,Senior Engineer
454994,Mohan,Picht,2000-02-24,9999-01-01,Senior Engineer
455113,Manohar,Rothenberg,1999-04-22,2002-06-16,Staff
455175,Soenke,Zaumen,1998-02-21,9999-01-01,Senior Staff
455243,Khoa,Bahk,1991-06-10,1998-02-07,Senior Engineer
455284,Luisa,Baig,2002-07-12,9999-01-01,Senior Engineer
455296,Mang,Sundgren,1995-11-27,1999-07-13,Engineer
455364,Ranga,Plesums,1990-01-28,1997-05-13,Senior Staff
455415,Weiye,Krohm,1999-10-29,2000-02-10,Senior Staff
455726,Qiwen,Kriebel,1992-12-12,9999-01-01,Senior Staff
455814,Giao,DuCasse,1999-07-19,9999-01-01,Senior Engineer
455914,Peer,Angelopoulos,1996-07-23,9999-01-01,Senior Engineer
456767,Tetsurou,Schreiter,1994-07-17,9999-01-01,Senior Staff
456824,Aloke,Neiman,1985-07-10,1996-07-23,Technique Leader
456982,Shounak,Dratva,1997-01-05,9999-01-01,Senior Engineer
457070,Gay,Plavsic,1994-08-06,9999-01-01,Senior Staff
457146,Jinpo,Heyers,1999-01-07,9999-01-01,Staff
457305,Sorina,Lakshmanan,1994-09-03,9999-01-01,Staff
457337,Xumin,Beidas,1995-04-27,9999-01-01,Technique Leader
457411,Xudong,Peck,1988-04-18,9999-01-01,Senior Engineer
457489,Berna,Ranst,1992-05-14,9999-01-01,Senior Engineer
457611,Indrajit,Krogh,1998-09-18,9999-01-01,Engineer
457653,Yakichi,Naumovich,1988-06-12,1988-07-03,Technique Leader
457776,Florian,Siepmann,1996-12-20,9999-01-01,Senior Engineer
457813,Foong,Gargeya,2000-01-24,9999-01-01,Senior Engineer
457832,Jackson,Zielinski,1997-09-12,9999-01-01,Senior Engineer
457938,Arch,Picco,2000-06-07,9999-01-01,Senior Staff
458111,Florian,Tramer,1999-11-07,9999-01-01,Engineer
458134,Thanasis,Standera,1992-03-20,9999-01-01,Senior Staff
458191,George,Atchley,1997-07-02,9999-01-01,Staff
458383,Mabhin,Foote,1999-04-23,9999-01-01,Engineer
458726,Shahaf,Kitai,1991-12-26,9999-01-01,Senior Staff
458790,Ramya,Azadmanesh,1994-11-19,9999-01-01,Senior Engineer
458919,Kaijung,Papadias,1999-05-01,2001-04-12,Engineer
459172,Val,Rissanen,1999-11-20,9999-01-01,Engineer
459356,Pramod,Wendorf,1998-12-25,9999-01-01,Engineer
459429,Mohit,Verhaegen,1999-05-28,9999-01-01,Senior Staff
459685,Hirochika,Goldhammer,1998-03-12,9999-01-01,Engineer
459846,Yuping,Sethi,1997-12-28,1999-05-21,Staff
460131,Adly,Hambrick,1997-07-25,9999-01-01,Staff
460691,Munehiko,Gihr,1989-12-06,9999-01-01,Senior Staff
460707,Yoshinari,Lanteri,2001-12-25,9999-01-01,Senior Engineer
460920,Remzi,Mitzlaff,1986-04-06,9999-01-01,Senior Staff
461120,Shietung,Gelosh,2001-03-26,9999-01-01,Senior Engineer
461270,Mrinalini,Mawatari,1996-01-03,9999-01-01,Staff
461563,Sreenivas,Versino,1985-08-24,1988-12-25,Senior Staff
461723,Deborah,Basawa,1991-04-30,1993-03-16,Assistant Engineer
461801,Sumali,Cooman,2000-02-16,9999-01-01,Senior Staff
462067,Sampalli,Francisci,1994-11-25,2001-10-17,Senior Staff
462493,Paloma,Gerlach,1994-07-26,9999-01-01,Senior Engineer
462736,Larisa,Murtafg,1991-02-25,1993-06-04,Staff
462795,Somnath,Cummings,2002-07-10,9999-01-01,Senior Staff
463023,Itzchak,Penn,1999-01-21,9999-01-01,Staff
463099,Jinxi,Schmiedel,1996-09-20,9999-01-01,Senior Staff
463212,Ramya,Rossi,1987-03-02,9999-01-01,Senior Engineer
463472,Jaber,Sethi,1995-06-06,9999-01-01,Technique Leader
463495,Alenka,Barriga,1993-05-06,9999-01-01,Senior Staff
464284,Huiqun,Henders,1993-05-19,9999-01-01,Senior Staff
464303,Abdelghani,Nyrup,1994-08-02,9999-01-01,Senior Staff
464526,Berna,Comellas,1995-09-07,2000-02-18,Staff
465062,Stafford,Gist,1995-05-08,9999-01-01,Senior Engineer
465076,Tokuyasu,Ghelli,1993-05-05,9999-01-01,Senior Engineer
465085,Vidar,Gunderson,1996-03-18,9999-01-01,Senior Staff
465409,Shahid,Varman,1993-08-27,9999-01-01,Senior Staff
465501,Mrinalini,Gire,2000-11-09,9999-01-01,Senior Staff
465711,Lakshmi,Frijda,1995-04-21,9999-01-01,Senior Engineer
465853,Kwan,Kampfer,1998-10-16,9999-01-01,Staff
465874,Herb,Picht,1994-05-31,9999-01-01,Engineer
466064,Temple,Danlos,1994-06-13,9999-01-01,Senior Staff
466367,Hiroyasu,Strandh,1997-06-05,9999-01-01,Senior Staff
466509,Bezalel,Verhoeff,1993-03-22,9999-01-01,Senior Engineer
466603,Yechezkel,Nourani,1996-07-31,9999-01-01,Senior Staff
466745,Boalin,Birsak,2000-10-15,9999-01-01,Senior Staff
466911,Stepehn,Markovitch,1991-08-13,1995-08-07,Staff
467176,Przemyslawa,Borovoy,1998-06-18,9999-01-01,Senior Staff
467269,Nahum,Lambe,1989-08-31,9999-01-01,Technique Leader
467392,Mariusz,Rikino,2001-04-12,9999-01-01,Senior Engineer
467441,Margareta,Bondorf,1994-11-07,9999-01-01,Senior Engineer
467591,Kiyotoshi,Hennebert,1997-09-21,9999-01-01,Staff
467886,Sivanarayana,Chandrasekhar,1996-01-24,9999-01-01,Senior Staff
467918,Tsuneo,Skrikant,1997-10-21,9999-01-01,Staff
468360,Huei,Saoudi,1994-08-10,9999-01-01,Technique Leader
468417,Kamakshi,Huhdanpaa,2001-08-26,9999-01-01,Senior Engineer
468659,Ranga,Lemarechal,1997-11-05,9999-01-01,Senior Engineer
468763,Sachin,Zlotek,1985-03-11,1990-08-09,Senior Engineer
468773,Baziley,Brookner,1999-09-22,9999-01-01,Senior Engineer
469104,Nadjib,Comellas,2002-04-18,9999-01-01,Senior Engineer
469253,Baruch,Basawa,2001-09-17,9999-01-01,Senior Engineer
469269,Weiyi,Codenie,1996-05-27,9999-01-01,Senior Engineer
469366,Aiman,Wilfing,1999-12-30,9999-01-01,Senior Engineer
469399,Hongzhu,Ruemmler,1999-02-14,9999-01-01,Engineer
469527,Halsur,Ibel,1998-03-05,9999-01-01,Staff
469529,Neven,Rikino,1993-10-21,9999-01-01,Senior Engineer
469735,Arif,Stranks,1992-11-16,9999-01-01,Senior Engineer
469805,Chaosheng,Shobatake,1999-07-03,2001-09-15,Senior Staff
469867,Hein,Jonsson,1990-02-12,9999-01-01,Senior Staff
470456,Reuven,Oehlmann,1994-03-29,9999-01-01,Senior Staff
470472,Zhiguo,Staudhammer,1991-12-03,9999-01-01,Senior Engineer
471397,Nigel,Zirintsis,1999-01-03,9999-01-01,Engineer
471532,Feiyu,Decleir,1998-09-13,9999-01-01,Technique Leader
471552,Basem,Lortz,1997-10-25,9999-01-01,Staff
471911,Arun,Zaccaria,1998-05-31,9999-01-01,Engineer
471939,Kazuhiko,Marshall,1999-11-16,9999-01-01,Staff
472052,Godehard,Chinal,1995-12-09,9999-01-01,Assistant Engineer
472143,Yahiko,Sommen,1996-08-14,9999-01-01,Senior Staff
472238,Jungsoon,Gubsky,1990-10-09,9999-01-01,Senior Engineer
472440,Xuejia,Leppanen,1998-08-25,2000-10-25,Staff
472790,Zhenbing,Ibel,1985-10-29,9999-01-01,Senior Engineer
472950,Weidon,Fordan,1986-03-27,9999-01-01,Senior Engineer
473268,Hugo,Sgarro,1992-04-24,9999-01-01,Senior Staff
473299,Khaled,Penn,1999-05-20,9999-01-01,Senior Staff
473490,Pantung,Reeker,1998-05-11,9999-01-01,Senior Staff
473824,Shin,Puoti,1996-12-20,1999-05-09,Staff
473940,Avishai,Majewski,1998-01-10,9999-01-01,Engineer
474162,Ung,Taubenfeld,1999-10-14,2001-06-30,Engineer
474257,Sungwon,Kornyak,1991-04-04,1994-10-23,Staff
474331,Sugwoo,Eugenio,1991-10-06,9999-01-01,Senior Staff
474372,Monique,Cyre,1993-02-13,1994-10-11,Senior Staff
474763,Mayuko,Clouatre,1997-09-04,9999-01-01,Engineer
474796,Zongyan,Shackel,1986-11-09,9999-01-01,Technique Leader
474918,Rasikan,Khalil,1985-02-10,1985-03-11,Engineer
475087,Genevieve,Snedden,1988-10-21,9999-01-01,Senior Engineer
475258,Fumiyo,Feinberg,1995-11-22,9999-01-01,Senior Staff
475538,Christophe,Leaver,1998-10-31,9999-01-01,Staff
475938,Shigeaki,Lanteri,1996-02-18,9999-01-01,Senior Engineer
475965,Rimon,Pietracaprina,1990-07-10,9999-01-01,Senior Engineer
476055,Girolamo,Schlumberger,1998-03-07,9999-01-01,Senior Staff
476122,Khun,Spieker,1995-05-07,9999-01-01,Engineer
476327,Reinhold,Binkley,2000-05-28,9999-01-01,Senior Engineer
476361,Doohun,Preusig,1985-04-13,9999-01-01,Technique Leader
476488,Yuping,Kuhnemann,1986-12-13,1994-07-07,Technique Leader
477350,Terresa,Vigier,1998-07-08,9999-01-01,Staff
477352,Nikolaos,Lorch,1999-04-17,2002-03-07,Engineer
477578,Marit,Paludetto,1998-09-30,9999-01-01,Senior Engineer
477969,Bluma,Mundy,2000-10-17,9999-01-01,Senior Engineer
478007,Fumino,Narahara,2000-09-20,9999-01-01,Senior Engineer
478170,Doowon,Schoegge,2001-05-29,9999-01-01,Engineer
478218,Djenana,Erol,1999-01-31,9999-01-01,Engineer
478439,Yuichiro,Bale,1997-11-04,9999-01-01,Technique Leader
478768,Arun,Katzenelson,1997-10-27,9999-01-01,Senior Engineer
478799,Shaw,Borovoy,1991-05-11,9999-01-01,Senior Staff
478833,Pradeep,Valiente,1998-09-19,9999-01-01,Senior Engineer
478858,Hidekazu,Perna,1999-11-08,9999-01-01,Staff
479024,Ewing,Kalorkoti,1996-12-21,9999-01-01,Engineer
479407,Randi,Tomescu,2000-11-25,9999-01-01,Senior Engineer
479601,Kayoko,Bahi,1997-02-19,9999-01-01,Staff
479695,Masamitsu,Murrill,2002-06-27,9999-01-01,Senior Staff
480035,Sukumar,Georg,1998-03-27,9999-01-01,Senior Staff
480066,Suebskul,Menhardt,1999-07-26,9999-01-01,Senior Engineer
480178,Uinam,Rahier,1996-02-10,9999-01-01,Senior Staff
480268,Gaurav,Cheshire,1989-03-30,9999-01-01,Technique Leader
480407,Deniz,Bennis,1996-06-24,9999-01-01,Senior Engineer
480571,Anoosh,Wielonsky,1994-08-04,1996-08-01,Engineer
481050,Weiru,Burnard,1999-10-15,9999-01-01,Senior Staff
481148,Gina,Decaestecker,1986-06-20,1989-05-25,Engineer
481213,Shigehiro,Haldar,1999-12-14,9999-01-01,Senior Staff
481397,Luisa,Chelton,1998-08-13,9999-01-01,Assistant Engineer
481399,Amabile,Crelier,1998-06-16,2000-04-07,Staff
481467,Margareta,Polajnar,1989-02-24,1996-07-01,Staff
481764,Teiji,Marrakchi,1986-08-26,9999-01-01,Senior Engineer
481790,Haldun,Erie,1996-09-12,9999-01-01,Senior Engineer
481807,Taegyun,Vieri,1988-06-17,1989-03-03,Senior Engineer
482278,Sven,Hinsberger,1989-09-11,1994-07-26,Senior Engineer
482335,Kwangyoen,Peck,1994-01-16,9999-01-01,Engineer
482354,Jayson,Zockler,1999-11-06,9999-01-01,Staff
482755,Jouni,Conia,1999-10-31,9999-01-01,Senior Staff
482756,Shaowei,Back,1996-07-30,1998-12-21,Senior Staff
482885,Shaunak,Brizzi,2000-09-01,9999-01-01,Senior Engineer
482905,Aral,Hebden,1991-09-10,9999-01-01,Senior Staff
482944,Duke,Journel,1997-10-25,9999-01-01,Senior Staff
483213,Phillip,Munch,1991-09-02,1998-04-01,Technique Leader
483401,Rosita,Pokrovskii,1996-08-03,9999-01-01,Senior Staff
483675,Hausi,Kamber,1993-02-15,9999-01-01,Senior Engineer
483825,Marek,Mitchem,1992-11-20,9999-01-01,Senior Engineer
483838,Sham,Kavanagh,1997-12-18,9999-01-01,Assistant Engineer
483978,Dung,Tanemo,1995-01-28,9999-01-01,Senior Staff
484126,Manton,Lueh,1989-04-07,9999-01-01,Senior Staff
484142,Perry,Cooman,1993-04-22,9999-01-01,Senior Staff
484498,Herbert,Hammerschmidt,2001-08-22,9999-01-01,Senior Engineer
484756,Phule,Ruemmler,1996-08-08,9999-01-01,Senior Engineer
485253,Gladys,Parhami,1996-07-20,9999-01-01,Senior Staff
485489,Keiichiro,Armand,1996-12-13,9999-01-01,Senior Engineer
485577,Rafael,Menhoudj,1997-04-27,9999-01-01,Senior Engineer
485579,Munehiro,Iwayama,1992-12-15,9999-01-01,Senior Engineer
485799,Yoshimitsu,Litvinov,1997-11-22,9999-01-01,Senior Staff
485817,Mahmut,Bolotov,1995-01-10,9999-01-01,Engineer
486068,Yefim,Bernardeschi,2001-06-26,9999-01-01,Senior Staff
486808,Geoffrey,Siochi,1998-12-27,9999-01-01,Senior Engineer
486918,Yagil,Remmers,1994-11-01,9999-01-01,Senior Staff
486955,Jaber,Feldmann,1997-05-23,1998-08-05,Engineer
486956,Matt,Ruemmler,1993-10-14,9999-01-01,Engineer
486958,Tonny,Kropf,1992-07-29,9999-01-01,Senior Engineer
487008,Zhigen,Raney,1993-05-26,9999-01-01,Senior Staff
487505,Uno,Jayawardene,1993-11-01,9999-01-01,Senior Staff
487856,Jaewon,Mansanne,1999-05-22,2000-04-29,Engineer
487988,Ekawit,Schaft,1999-05-20,9999-01-01,Senior Staff
488095,Francoise,Hegner,1997-12-23,9999-01-01,Senior Staff
488115,Leah,Luke,1995-08-23,1995-09-27,Assistant Engineer
488142,Denis,Narlikar,1997-06-30,9999-01-01,Senior Staff
488414,Changho,Gaughan,1987-06-21,1991-07-13,Engineer
488482,Kensyu,Tsunoo,1999-12-05,9999-01-01,Engineer
488540,Breannda,Maquelin,1996-04-12,9999-01-01,Senior Staff
488619,Georgy,Bennis,1998-04-11,9999-01-01,Engineer
488632,Irena,Baalen,1999-11-22,2001-02-10,Staff
488693,Jiong,Zultner,1993-03-10,9999-01-01,Senior Engineer
488707,Mihalis,Remmers,1996-02-29,9999-01-01,Senior Staff
488752,Nimmagadda,Baja,2002-02-09,9999-01-01,Senior Staff
488788,Wuxu,Garigliano,1997-09-21,9999-01-01,Senior Staff
488984,Kendra,Junet,1993-02-28,9999-01-01,Senior Staff
489465,Bogdan,Pepe,1995-02-15,1998-11-06,Engineer
489755,Matk,Chorvat,2000-12-29,9999-01-01,Senior Staff
489756,Kersti,Miculan,1999-06-10,9999-01-01,Senior Staff
489928,Satoru,Janetzko,1997-07-26,9999-01-01,Assistant Engineer
490240,Kazunori,Orlowska,1996-06-18,2000-10-26,Staff
490551,Lalit,Lindqvist,1998-11-07,9999-01-01,Engineer
490557,Luise,Vigier,2001-07-01,9999-01-01,Senior Engineer
490568,Zita,Reistad,1998-07-23,9999-01-01,Senior Engineer
490720,Younwoo,Samarati,1996-08-19,9999-01-01,Senior Engineer
491079,Kwangsub,Keirsey,1992-02-04,9999-01-01,Senior Engineer
491162,Panayotis,Hempstead,1994-08-29,9999-01-01,Senior Engineer
491478,Gill,Varman,1996-06-18,9999-01-01,Senior Staff
491494,Saniya,Broomell,1992-08-04,1997-09-02,Staff
491596,Charmane,Pargas,1993-07-29,9999-01-01,Senior Engineer
491632,Gadiel,Perly,1994-10-20,9999-01-01,Senior Staff
492000,Valeska,Cools,1999-12-16,9999-01-01,Senior Staff
492052,Udo,Ratnakar,1999-11-30,9999-01-01,Staff
492217,Heekeun,Verhaegen,1991-09-28,9999-01-01,Senior Engineer
492639,Sanjoy,Porenta,1997-07-10,9999-01-01,Engineer
492677,Goetz,McAffer,1994-02-04,9999-01-01,Senior Engineer
493031,Hironoby,Jakobus,1996-07-29,9999-01-01,Senior Staff
493048,Muzhong,Berztiss,2001-01-22,9999-01-01,Senior Staff
493096,Sachem,Msuda,1995-04-07,9999-01-01,Engineer
493278,Shaleah,Pileggi,1999-02-10,1999-10-30,Engineer
493744,Leni,Kropatsch,1997-07-17,9999-01-01,Senior Engineer
494019,Morrie,Iisaku,1999-05-06,9999-01-01,Senior Staff
494088,Phule,Dahlbom,1997-02-06,9999-01-01,Senior Engineer
494493,Masasuke,Koprowski,1996-11-20,9999-01-01,Staff
494978,Bezalel,Himler,1999-07-09,2002-06-12,Staff
494995,Yongmao,Pouyioutas,1996-08-24,9999-01-01,Senior Staff
495969,Geoffrey,Panienski,1995-11-29,1998-06-07,Senior Engineer
496100,Pranjal,Reinhard,1995-05-08,9999-01-01,Staff
496970,Giordano,Maquelin,1999-12-31,9999-01-01,Senior Engineer
496978,Danco,Debuse,1998-09-10,9999-01-01,Senior Staff
497007,Oldrich,Adachi,2002-04-03,9999-01-01,Senior Engineer
497174,Sanjiv,Bressoud,1998-04-27,9999-01-01,Senior Engineer
497340,Fayez,Keohane,1990-09-19,9999-01-01,Senior Staff
497391,Paris,Lieblein,1999-05-19,9999-01-01,Engineer
497409,Reinhard,Erde,1992-12-04,1996-03-13,Engineer
497660,Gritta,Petereit,1985-04-06,1994-09-05,Senior Engineer
497835,Shuho,Laurillard,1999-10-06,9999-01-01,Technique Leader
498185,Caolyn,Marciano,1999-06-06,9999-01-01,Senior Engineer
498337,Naraig,Docker,1997-05-17,9999-01-01,Staff
498456,Geraldo,Gerteisen,1993-06-04,9999-01-01,Senior Staff
498635,Florian,Pezzoli,1997-07-22,9999-01-01,Senior Staff
498838,Sanjay,Ciolek,1998-12-13,9999-01-01,Senior Staff
498845,Arumugam,Pelc,1999-11-13,9999-01-01,Senior Engineer
498955,Nechama,Kandlur,2002-01-16,9999-01-01,Senior Engineer
499160,Urs,Rande,1990-01-25,1991-03-01,Staff
499194,Padma,Delgrange,1998-01-02,9999-01-01,Senior Staff
499260,Danae,Honglei,1998-09-14,9999-01-01,Engineer
499495,Baoqiu,Kakkar,1999-08-30,9999-01-01,Engineer
